DATE,ITACPIALLMINMEI
2002-10-01,79.5821272914795
2002-11-01,79.8482882523206
2002-12-01,79.9148284925309
2003-01-01,80.2475296935822
2003-02-01,80.3806101740027
2003-03-01,80.6467711348438
2003-04-01,80.8463918554746
2003-05-01,81.0460125761054
2003-06-01,81.1125528163157
2003-07-01,81.2456332967362
2003-08-01,81.445254017367
2003-09-01,81.5783344977876
2003-10-01,81.6448747379978
2003-11-01,81.8444954586286
2003-12-01,81.9110356988389
2004-01-01,82.0441161792594
2004-02-01,82.2437368998902
2004-03-01,82.5098978607313
2004-04-01,82.7095185813621
2004-05-01,82.9091393019929
2004-06-01,83.0422197824134
2004-07-01,83.1087600226237
2004-08-01,83.3083807432545
2004-09-01,83.3083807432545
2004-10-01,83.3083807432545
2004-11-01,83.3749209834648
2004-12-01,83.5745417040956
2005-01-01,83.5745417040956
2005-02-01,83.8407026649366
2005-03-01,84.1068636257777
2005-04-01,84.2399441061982
2005-05-01,84.5061050670393
2005-06-01,84.5061050670393
2005-07-01,84.8388062680907
2005-08-01,84.9718867485112
2005-09-01,84.9718867485112
2005-10-01,85.171507469142
2005-11-01,85.2380477093522
2005-12-01,85.2380477093522
2006-01-01,85.437668429983
2006-02-01,85.6372891506139
2006-03-01,85.8369098712446
2006-04-01,86.1030708320857
2006-05-01,86.3692317929268
2006-06-01,86.4357720331371
2006-07-01,86.7019329939781
2006-08-01,86.8350134743986
2006-09-01,86.7684732341884
2006-10-01,86.7019329939781
2006-11-01,86.7684732341884
2006-12-01,86.8350134743986
2007-01-01,86.9015537146089
2007-02-01,87.16771467545
2007-03-01,87.3007951558705
2007-04-01,87.4338756362911
2007-05-01,87.7000365971321
2007-06-01,87.8996573177629
2007-07-01,88.0992780383938
2007-08-01,88.2323585188143
2007-09-01,88.2323585188143
2007-10-01,88.4985194796554
2007-11-01,88.8312206807067
2007-12-01,89.0973816415478
2008-01-01,89.4966230828094
2008-02-01,89.6962438034402
2008-03-01,90.162025484912
2008-04-01,90.3616462055428
2008-05-01,90.8274278870147
2008-06-01,91.2266693282763
2008-07-01,91.6924510097482
2008-08-01,91.8255314901687
2008-09-01,91.5593705293276
2008-10-01,91.5593705293276
2008-11-01,91.2266693282763
2008-12-01,91.0935888478558
2009-01-01,90.9605083674352
2009-02-01,91.160129088066
2009-03-01,91.2266693282763
2009-04-01,91.4262900489071
2009-05-01,91.6259107695379
2009-06-01,91.6924510097482
2009-07-01,91.6924510097482
2009-08-01,91.9586119705892
2009-09-01,91.7589912499584
2009-10-01,91.8255314901687
2009-11-01,91.8255314901687
2009-12-01,92.0251522107995
2010-01-01,92.15823269122
2010-02-01,92.2247729314303
2010-03-01,92.4909338922714
2010-04-01,92.8236350933227
2010-05-01,92.890175333533
2010-06-01,92.890175333533
2010-07-01,93.2228765345843
2010-08-01,93.4224972552151
2010-09-01,93.2228765345843
2010-10-01,93.4224972552151
2010-11-01,93.4224972552151
2010-12-01,93.7551984562664
2011-01-01,94.1395348837209
2011-02-01,94.4186046511628
2011-03-01,94.7906976744186
2011-04-01,95.2558139534884
2011-05-01,95.3488372093023
2011-06-01,95.4418604651163
2011-07-01,95.7209302325582
2011-08-01,96.0
2011-09-01,96.0
2011-10-01,96.5581395348837
2011-11-01,96.4651162790698
2011-12-01,96.8372093023256
2012-01-01,97.1162790697674
2012-02-01,97.4883720930233
2012-03-01,97.953488372093
2012-04-01,98.4186046511628
2012-05-01,98.4186046511628
2012-06-01,98.6046511627907
2012-07-01,98.6976744186046
2012-08-01,99.0697674418605
2012-09-01,99.0697674418605
2012-10-01,99.0697674418605
2012-11-01,98.8837209302326
2012-12-01,99.0697674418605
2013-01-01,99.2558139534884
2013-02-01,99.3488372093024
2013-03-01,99.5348837209302
2013-04-01,99.5348837209302
2013-05-01,99.5348837209302
2013-06-01,99.8139534883721
2013-07-01,99.906976744186
2013-08-01,100.279069767442
2013-09-01,100.0
2013-10-01,99.8139534883721
2013-11-01,99.5348837209302
2013-12-01,99.7209302325582
2014-01-01,99.906976744186
2014-02-01,99.8139534883721
2014-03-01,99.906976744186
2014-04-01,100.093023255814
2014-05-01,100.0
2014-06-01,100.093023255814
2014-07-01,100.0
2014-08-01,100.186046511628
2014-09-01,99.8139534883721
2014-10-01,99.906976744186
2014-11-01,99.7209302325582
2014-12-01,99.7209302325582
2015-01-01,99.3488372093024
2015-02-01,99.7209302325582
2015-03-01,99.8139534883721
2015-04-01,100.0
2015-05-01,100.093023255814
2015-06-01,100.279069767442
2015-07-01,100.186046511628
2015-08-01,100.372093023256
2015-09-01,100.0
2015-10-01,100.186046511628
2015-11-01,99.8139534883721
2015-12-01,99.8139534883721
2016-01-01,99.6
2016-02-01,99.4
2016-03-01,99.6
2016-04-01,99.5
2016-05-01,99.8
2016-06-01,99.9
2016-07-01,100.1
2016-08-01,100.3
2016-09-01,100.1
2016-10-01,100.0
2016-11-01,99.9
2016-12-01,100.3
2017-01-01,100.6
2017-02-01,101.0
2017-03-01,101.0
2017-04-01,101.4
2017-05-01,101.2
2017-06-01,101.1
2017-07-01,101.2
2017-08-01,101.5
2017-09-01,101.2
2017-10-01,101.0
2017-11-01,100.8
2017-12-01,101.2
2018-01-01,101.5
2018-02-01,101.5
2018-03-01,101.8
2018-04-01,101.9
2018-05-01,102.2
2018-06-01,102.4
2018-07-01,102.7
2018-08-01,103.1
2018-09-01,102.6
