Date,Open,High,Low,Close,Adj Close,Volume
2003-01-06,927.580017,932.890015,917.659973,927.570007,927.570007,1485400000
2003-01-13,927.570007,935.049988,899.020020,901.780029,901.780029,7100600000
2003-01-20,901.780029,906.000000,859.710022,861.400024,861.400024,6215350000
2003-01-27,861.400024,868.719971,840.340027,855.700012,855.700012,7579230000
2003-02-03,855.700012,864.640015,826.700012,829.690002,829.690002,6868600000
2003-02-10,829.690002,843.020020,806.289978,834.890015,834.890015,6699600000
2003-02-17,834.890015,852.869995,831.479980,848.169983,848.169983,4918700000
2003-02-24,848.169983,848.169983,818.539978,841.150024,841.150024,6748400000
2003-03-03,841.150024,852.340027,811.229980,828.890015,828.890015,6465900000
2003-03-10,828.890015,841.390015,788.900024,833.270020,833.270020,7660900000
2003-03-17,833.270020,895.900024,827.169983,895.789978,895.789978,8051730000
2003-03-24,895.789978,895.789978,858.090027,863.500000,863.500000,6406000000
2003-03-31,863.500000,885.890015,843.679993,878.849976,878.849976,7127600000
2003-04-07,878.849976,904.890015,862.760010,868.299988,868.299988,6440000000
2003-04-14,868.299988,896.770020,868.299988,893.580017,893.580017,5609400000
2003-04-21,893.580017,919.739990,886.700012,898.809998,898.809998,7401000000
2003-04-28,898.809998,930.559998,898.809998,930.080017,930.080017,7538910000
2003-05-05,930.080017,939.609985,919.719971,933.409973,933.409973,7333500000
2003-05-12,933.409973,948.650024,929.299988,944.299988,944.299988,7212900000
2003-05-19,944.299988,944.299988,912.049988,933.219971,933.219971,6988300000
2003-05-26,933.219971,965.380005,927.330017,963.590027,963.590027,6465600000
2003-06-02,963.590027,1007.690002,963.590027,987.760010,987.760010,8261700000
2003-06-09,987.760010,1002.739990,972.590027,988.609985,988.609985,6927100000
2003-06-16,988.609985,1015.330017,988.609985,995.690002,995.690002,7542600000
2003-06-23,995.690002,995.690002,973.799988,976.219971,976.219971,6900800000
2003-06-30,976.219971,995.000000,962.099976,985.700012,985.700012,5342600000
2003-07-07,985.700012,1010.429993,983.630005,998.140015,998.140015,7291200000
2003-07-14,998.140015,1015.409973,978.599976,993.320007,993.320007,7656100000
2003-07-21,993.320007,998.890015,975.630005,998.679993,998.679993,7013100000
2003-07-28,998.679993,1004.590027,978.859985,980.150024,980.150024,7228000000
2003-08-04,980.150024,985.750000,960.840027,977.590027,977.590027,6637300000
2003-08-11,977.590027,992.500000,974.210022,990.669983,990.669983,5186470000
2003-08-18,990.669983,1011.010010,990.669983,993.059998,993.059998,6355000000
2003-08-25,993.059998,1008.849976,983.570007,1008.010010,1008.010010,5312100000
2003-09-01,1008.010010,1029.339966,1005.729980,1021.390015,1021.390015,6065200000
2003-09-08,1021.390015,1032.410034,1007.710022,1018.630005,1018.630005,6868800000
2003-09-15,1018.630005,1040.290039,1013.590027,1036.300049,1036.300049,6910110000
2003-09-22,1036.300049,1036.300049,996.080017,996.849976,996.849976,7139000000
2003-09-29,996.849976,1039.310059,990.359985,1029.849976,1029.849976,7363100000
2003-10-06,1029.849976,1048.280029,1026.270020,1038.060059,1038.060059,6254600000
2003-10-13,1038.060059,1053.790039,1036.569946,1039.319946,1039.319946,6603200000
2003-10-20,1039.319946,1048.569946,1018.320007,1028.910034,1028.910034,7342400000
2003-10-27,1028.910034,1053.089966,1028.910034,1050.709961,1050.709961,7692200000
2003-11-03,1050.709961,1062.390015,1044.880005,1053.209961,1053.209961,7092000000
2003-11-10,1053.209961,1063.650024,1043.459961,1050.349976,1050.349976,6494500000
2003-11-17,1050.349976,1050.349976,1031.199951,1035.280029,1035.280029,6655300000
