Date,Open,High,Low,Close,Adj Close,Volume
2004-01-04,2805.909912,2821.330078,2782.520020,2800.159912,2800.159912,0
2004-01-11,2793.879883,2865.959961,2793.879883,2865.959961,2865.959961,0
2004-01-18,2879.939941,2892.540039,2859.580078,2892.540039,2892.540039,0
2004-01-25,2874.469971,2896.780029,2839.139893,2839.139893,2839.139893,0
2004-02-01,2853.899902,2853.899902,2816.340088,2833.629883,2833.629883,0
2004-02-08,2870.979980,2896.250000,2860.879883,2860.879883,2860.879883,0
2004-02-15,2877.389893,2932.949951,2877.389893,2904.360107,2904.360107,0
2004-02-22,2907.459961,2907.459961,2866.040039,2893.179932,2893.179932,0
2004-02-29,2918.560059,2952.610107,2918.560059,2945.629883,2945.629883,0
2004-03-07,2959.709961,2959.709961,2834.020020,2834.030029,2834.030029,0
2004-03-14,2756.129883,2821.800049,2756.129883,2769.860107,2769.860107,0
2004-03-21,2712.110107,2763.750000,2702.050049,2763.750000,2763.750000,0
2004-03-28,2797.679932,2885.080078,2787.500000,2885.080078,2885.080078,0
2004-04-04,2905.879883,2905.879883,2851.830078,2858.929932,2858.929932,0
2004-04-11,2889.909912,2889.909912,2854.520020,2866.949951,2866.949951,0
2004-04-18,2859.239990,2894.179932,2855.469971,2894.179932,2894.179932,0
2004-04-25,2886.050049,2886.050049,2787.479980,2787.479980,2787.479980,0
2004-05-02,2806.459961,2823.370117,2756.850098,2756.850098,2756.850098,0
2004-05-09,2684.959961,2721.080078,2680.100098,2694.919922,2694.919922,0
2004-05-16,2659.850098,2729.520020,2659.850098,2697.459961,2697.459961,0
2004-05-23,2716.070068,2752.020020,2699.360107,2736.830078,2736.830078,0
2004-05-30,2749.620117,2767.870117,2713.290039,2767.870117,2767.870117,0
2004-06-06,2799.810059,2800.360107,2787.389893,2797.050049,2797.050049,0
2004-06-13,2759.270020,2822.050049,2759.270020,2822.050049,2822.050049,0
2004-06-20,2816.560059,2822.350098,2782.429932,2818.850098,2818.850098,0
2004-06-27,2840.040039,2840.040039,2783.989990,2783.989990,2783.989990,0
2004-07-04,2784.919922,2784.919922,2764.310059,2776.250000,2776.250000,0
2004-07-11,2760.110107,2763.199951,2713.270020,2713.270020,2713.270020,0
2004-07-18,2697.689941,2728.909912,2673.439941,2673.439941,2673.439941,0
2004-07-25,2640.600098,2720.050049,2640.600098,2720.050049,2720.050049,0
2004-08-01,2696.260010,2712.449951,2618.679932,2618.679932,2618.679932,0
2004-08-08,2596.520020,2619.419922,2580.040039,2580.040039,2580.040039,0
2004-08-15,2604.750000,2630.709961,2604.750000,2624.959961,2624.959961,0
2004-08-22,2662.350098,2704.530029,2659.139893,2704.530029,2704.530029,0
2004-08-29,2697.050049,2739.429932,2670.790039,2739.429932,2739.429932,0
2004-09-05,2748.389893,2751.929932,2730.739990,2745.860107,2745.860107,0
2004-09-12,2780.850098,2788.639893,2763.750000,2788.639893,2788.639893,0
2004-09-19,2776.100098,2790.669922,2735.449951,2740.060059,2740.060059,0
2004-09-26,2725.100098,2796.080078,2725.100098,2796.080078,2796.080078,0
